"modelName","parName","condDiff","L_HDI","U_HDI"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_xi","LVHS-HVHS","-2.72902183855775","2.14263574710702"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_E0","LVHS-HVHS","-1.92764614411888","1.783446888301"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_w0","LVHS-HVHS","-1.63999947689567","0.803445834593996"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_cs","LVHS-HVHS","-0.837741696737465","2.54412411798375"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_alpha","LVHS-HVHS","-0.0817350885793596","0.120067575643161"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_w","LVHS-HVHS","-2.72239120564979","5.17873545591732"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_avg_alpha","LVHS-HVHS","-0.0861171188984774","0.117551561430424"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","LVHS-HVHS","-3.31075538658994","2.40188307803699"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C","LVHS-HVHS","-2.06948197103182","2.04711380614644"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","LVHS-HVHS","-2.04107474107027","1.88095364153468"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_E0","HVLS-HVHS","-1.88798726020608","1.70770784120684"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_alpha","HVLS-HVHS","-0.200916850488034","0.310011621373714"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_gam","HVLS-HVHS","-0.126858169474461","0.253047949377559"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","HVLS-HVHS","-1.89499543769099","1.77677969970939"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","HVLS-HVHS","-0.848813911944437","2.38411701642511"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_E0","HVLS-HVHS","-1.86707520126586","1.75870916776799"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_alpha","HVLS-HVHS","-0.238944460547268","0.181333496283498"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_eta","HVLS-HVHS","-2.1589330860975","2.29430293108637"
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm","mu_cs","HVLS-HVHS","-0.678630222273729","2.72878412435998"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_eps","HVLS-HVHS","-0.867024206897646","1.98799986558705"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_psi","HVLS-HVHS","-1.45082751220795","1.37970459326886"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","HVLS-HVHS","-0.0483437332954599","0.0513441751738735"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_xi","HVLS-HVHS","-1.97545263719759","1.77128616156023"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_E0","HVLS-HVHS","-1.84437263161701","1.89147065995063"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_w0","HVLS-HVHS","-0.560914010981952","0.201212059898329"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","HVLS-HVHS","-0.851049827556547","2.35327749398733"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_alpha","HVLS-HVHS","-0.0449498961769528","0.154849716669641"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_gam","HVLS-HVHS","-0.0310054548600315","0.102555380798893"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_final_w","HVLS-HVHS","-3.16786416284764","3.41834650820083"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_avg_alpha","HVLS-HVHS","-0.047345374685664","0.151142798881882"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm","mu_avg_gam","HVLS-HVHS","-0.032711187115098","0.103046811293806"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_psi","HVLS-HVHS","-1.51327270652111","1.49986882444293"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_eta","HVLS-HVHS","-0.717976626943522","1.94352622912009"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_xi","HVLS-HVHS","-2.14138988448981","2.22901680542019"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_E0","HVLS-HVHS","-1.8440943565243","1.82923725680667"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_w0","HVLS-HVHS","-1.35328645177463","1.60964764629581"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_cs","HVLS-HVHS","-0.705524619566032","2.75518063836468"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_alpha","HVLS-HVHS","-0.126762828986142","0.0953097354565631"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_w","HVLS-HVHS","-2.6344055766006","2.88044574995797"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_avg_alpha","HVLS-HVHS","-0.132725771693189","0.0905504328163922"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta","HVLS-HVHS","-3.09660545827379","2.66050911501861"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C","HVLS-HVHS","-2.0298374252119","2.07047317196326"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs","HVLS-HVHS","-1.84382003646287","2.34108927170264"
