"modelName","parName","PID","value","Rhat","vol","stoch","cond"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","707",0.61363545136744,1.00766102161932,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","708",0.830679936612232,1.0140171644808,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","709",0.752854283032211,1.00099853292224,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","710",0.735275848428497,1.00006975823949,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","712",0.839038288098542,1.01563044234284,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","713",0.730791995136359,0.999884336846344,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","715",0.828750102926453,1.0133755786583,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","716",0.866089488314008,1.02352928090366,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","717",0.837054667060654,1.01805053812009,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","719",0.853543692002352,1.01875475863358,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","720",0.857281668533143,1.01709699419235,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","721",0.785548847460562,1.00465281549111,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","501",3.56574741514847,0.999997101965781,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","502",4.17518887213437,1.00010535535507,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","503",3.83390107127806,1.00030239292343,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","505",5.32153079039142,1.00104117875718,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","506",4.83995996801097,1.00047822525675,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","507",5.34204109453178,1.00041801700981,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","601",3.98539146926755,1.00016773911952,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","603",3.6478626060252,1.000259534196,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","604",4.32566168915003,1.00016260795018,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","605",4.98663303618954,1.00056455383274,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","701",4.65978030001309,1.00038169868294,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","702",3.6109318647151,1.00056292072775,"H","L","HVLS"
